0.01,0.377570683035424
0.02,0.425792931587954
0.03,0.433924763084418
0.04,0.434444767480012
0.05,0.432782097137411
0.06,0.430427394163192
0.07,0.427893016389905
0.08,0.425375405563792
0.09,0.422951952441563
0.10,0.42065071724996
0.11,0.418478248421298
0.12,0.41643154655389
0.13,0.414503569207217
0.14,0.412685817828479
0.15,0.410969562627798
0.16,0.409346411818527
0.17,0.407808565974795
0.18,0.406348898607759
0.19,0.404960958320855
0.20,0.403638914547
0.21,0.402377577969058
0.22,0.401172232662371
0.23,0.400018654513443
0.24,0.398913039825565
0.25,0.3978519576692
0.26,0.397110941535315
0.27,0.396408569568527
0.28,0.395742272568639
0.29,0.395109732253799
0.30,0.394508855824622
0.31,0.393937651167699
0.32,0.393571778238461
0.33,0.393800266744541
0.34,0.394028856262382
0.35,0.394257546423977
0.36,0.394486336863228
0.37,0.394715227215937
0.38,0.394944217119789
0.39,0.395173306214344
0.40,0.395402494141021
0.41,0.395631780543088
0.42,0.39586116506565
0.43,0.396090647355633
0.44,0.396320227061778
0.45,0.396549903834626
0.46,0.39677965682211
0.47,0.39700954719152
0.48,0.397239513085542
0.49,0.397469574666195
0.50,0.397699731592847
0.51,0.3979299630222
0.52,0.398160309625859
0.53,0.398390771068351
0.54,0.398621285502716
0.55,0.398851934614439
0.56,0.399082636055529
0.57,0.399313451010419
0.58,0.399544379152012
0.59,0.399775358641673
0.60,0.400006471173157
0.61,0.40074187846251
0.62,0.401459271762265
0.63,0.402176776637681
0.64,0.402894372266971
0.65,0.403612058334326
0.66,0.404329834525502
0.67,0.405047700527822
0.68,0.405765656030156
0.69,0.406483680218522
0.70,0.407201834298047
0.71,0.407920056449015
0.72,0.408638366870799
0.73,0.409356744755483
0.74,0.410075210305437
0.75,0.410793804228906
0.76,0.411512464713638
0.77,0.412231211966425
0.78,0.412950025186726
0.79,0.413668965593021
0.80,0.414387950874471
0.81,0.415107042252423
0.82,0.415826218932069
0.83,0.416545501128798
0.84,0.417264827041826
0.85,0.417984257898126
0.86,0.418703752404086
0.87,0.419423351285044
0.88,0.420143054258921
0.89,0.420862799531813
0.90,0.421582648337529
0.91,0.424449410346224
0.92,0.43304969637231
0.93,0.451817152556205
0.94,0.476451635884866
0.95,0.501086119213528
0.96,0.52572060254219
0.97,0.550355085870852
0.98,0.574989569199514
0.99,0.599624052528175
1.00,0.624258535856837
1.01,0.648893019185499
1.02,0.673527502514161
1.03,0.698161985842822
1.04,0.722796469171484
1.05,0.747430952500146
1.06,0.744741445098277
1.07,0.742092590805201
1.08,0.739483347520915
1.09,0.73691277410988
1.10,0.734379930368201
1.11,0.73188367699577
1.12,0.729423475573116
1.13,0.726998188542657
1.14,0.724607079194093
1.15,0.722249231653666
1.16,0.719637730784124
1.17,0.717048684020104
1.18,0.714491890026215
1.19,0.711830357668439
1.20,0.708844988538933
