Calibration (sys),Calibration (gyro),Calibration (accel),Calibration (mag),Roll [deg],Pitch [deg],Yaw [deg],Angular velocity (x),Angular velocity (y),Angular velocity (z),Linear acceleration (x),Linear acceleration (y),Linear acceleration (z),Acceleration (x),Acceleration (y),Acceleration (z),Gravity (x),Gravity (y),Gravity (z),Magnetometer (x),Magnetometer (y),Magnetometer (z),Quaternion (w),Quaternion (x),Quaternion (y),Quaternion (z),Pressure [Pa],Temperature [K],Altitude [m],Time [s]
calibration_sys,calibration_gyro,calibration_accel,calibration_mag,orientation_x,orientation_y,orientation_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,acceleration_x,acceleration_y,acceleration_z,gravity_x,gravity_y,gravity_z,magnetometer_x,magnetometer_y,magnetometer_z,quaternion_w,quaternion_x,quaternion_y,quaternion_z,pressure,temperature,altitude,timestamp
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0124,-0.0398,-9.2661,-1.0546,2.8721,-9.2927,-1.0422,2.9118,-27.3537,-21.4285,27.2266,0.184834,-0.732475,-0.334867,-0.563186,76113.45,269.92,2392.36,54.1714
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0124,-0.0398,-9.2661,-1.0545,2.8721,-9.2927,-1.0422,2.9118,-27.3537,-21.4285,27.2266,0.184834,-0.732475,-0.334867,-0.563186,76120.86,269.92,2391.60,54.2000
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0123,-0.0397,-9.2661,-1.0545,2.8721,-9.2927,-1.0422,2.9118,-27.3537,-21.4285,27.2267,0.184834,-0.732475,-0.334867,-0.563186,76128.27,269.93,2390.84,54.2286
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0123,-0.0397,-9.2661,-1.0545,2.8721,-9.2927,-1.0422,2.9118,-27.3537,-21.4285,27.2267,0.184834,-0.732475,-0.334867,-0.563186,76135.68,269.94,2390.08,54.2571
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0122,-0.0397,-9.2661,-1.0544,2.8722,-9.2927,-1.0422,2.9118,-27.3537,-21.4285,27.2267,0.184834,-0.732475,-0.334867,-0.563186,76143.09,269.94,2389.32,54.2857
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0122,-0.0396,-9.2661,-1.0544,2.8722,-9.2927,-1.0422,2.9118,-27.3537,-21.4285,27.2267,0.184834,-0.732475,-0.334867,-0.563186,76150.50,269.95,2388.56,54.3143
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0121,-0.0396,-9.2661,-1.0543,2.8722,-9.2927,-1.0422,2.9118,-27.3537,-21.4285,27.2267,0.184834,-0.732475,-0.334867,-0.563186,76157.91,269.95,2387.80,54.3429
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0121,-0.0396,-9.2661,-1.0543,2.8723,-9.2927,-1.0422,2.9118,-27.3537,-21.4286,27.2267,0.184834,-0.732475,-0.334867,-0.563186,76165.32,269.96,2387.04,54.3714
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0120,-0.0396,-9.2661,-1.0542,2.8723,-9.2927,-1.0422,2.9118,-27.3537,-21.4286,27.2267,0.184834,-0.732475,-0.334867,-0.563186,76172.72,269.96,2386.28,54.4000
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0120,-0.0395,-9.2661,-1.0542,2.8723,-9.2927,-1.0422,2.9118,-27.3537,-21.4286,27.2267,0.184834,-0.732475,-0.334867,-0.563186,76180.13,269.97,2385.52,54.4286
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0120,-0.0395,-9.2661,-1.0542,2.8723,-9.2927,-1.0422,2.9118,-27.3537,-21.4286,27.2267,0.184834,-0.732475,-0.334867,-0.563186,76187.54,269.97,2384.77,54.4571
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0119,-0.0395,-9.2661,-1.0541,2.8724,-9.2927,-1.0422,2.9118,-27.3538,-21.4286,27.2267,0.184834,-0.732475,-0.334867,-0.563186,76194.94,269.98,2384.01,54.4857
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0119,-0.0395,-9.2661,-1.0541,2.8724,-9.2927,-1.0422,2.9119,-27.3538,-21.4286,27.2268,0.184834,-0.732475,-0.334867,-0.563186,76202.35,269.98,2383.25,54.5143
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0118,-0.0394,-9.2661,-1.0540,2.8724,-9.2927,-1.0422,2.9119,-27.3538,-21.4286,27.2268,0.184834,-0.732475,-0.334867,-0.563186,76209.76,269.99,2382.49,54.5429
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0118,-0.0394,-9.2661,-1.0540,2.8724,-9.2927,-1.0422,2.9119,-27.3538,-21.4286,27.2268,0.184834,-0.732475,-0.334867,-0.563186,76217.16,269.99,2381.73,54.5714
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0117,-0.0394,-9.2661,-1.0539,2.8725,-9.2927,-1.0422,2.9119,-27.3538,-21.4286,27.2268,0.184834,-0.732475,-0.334867,-0.563186,76224.57,270.00,2380.97,54.6000
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0117,-0.0394,-9.2661,-1.0539,2.8725,-9.2927,-1.0422,2.9119,-27.3538,-21.4286,27.2268,0.184834,-0.732475,-0.334867,-0.563186,76231.97,270.00,2380.21,54.6286
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0117,-0.0393,-9.2661,-1.0539,2.8725,-9.2927,-1.0422,2.9119,-27.3538,-21.4286,27.2268,0.184834,-0.732475,-0.334867,-0.563186,76239.38,270.01,2379.45,54.6571
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0116,-0.0393,-9.2661,-1.0538,2.8725,-9.2927,-1.0422,2.9119,-27.3538,-21.4286,27.2268,0.184834,-0.732475,-0.334867,-0.563186,76246.78,270.01,2378.69,54.6857
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0116,-0.0393,-9.2661,-1.0538,2.8726,-9.2927,-1.0422,2.9119,-27.3538,-21.4287,27.2268,0.184834,-0.732475,-0.334867,-0.563186,76254.19,270.02,2377.93,54.7143
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0115,-0.0393,-9.2661,-1.0537,2.8726,-9.2927,-1.0422,2.9119,-27.3538,-21.4287,27.2268,0.184834,-0.732475,-0.334867,-0.563186,76261.59,270.02,2377.18,54.7429
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0115,-0.0392,-9.2661,-1.0537,2.8726,-9.2927,-1.0422,2.9119,-27.3538,-21.4287,27.2268,0.184834,-0.732475,-0.334867,-0.563186,76269.00,270.03,2376.42,54.7714
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0115,-0.0392,-9.2661,-1.0537,2.8726,-9.2927,-1.0422,2.9119,-27.3538,-21.4287,27.2268,0.184834,-0.732475,-0.334867,-0.563186,76276.40,270.03,2375.66,54.8000
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0114,-0.0392,-9.2661,-1.0536,2.8727,-9.2927,-1.0422,2.9119,-27.3538,-21.4287,27.2269,0.184834,-0.732475,-0.334867,-0.563186,76283.80,270.04,2374.90,54.8286
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0114,-0.0392,-9.2661,-1.0536,2.8727,-9.2927,-1.0422,2.9119,-27.3538,-21.4287,27.2269,0.184834,-0.732475,-0.334867,-0.563186,76291.21,270.04,2374.14,54.8571
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0113,-0.0392,-9.2661,-1.0535,2.8727,-9.2927,-1.0422,2.9119,-27.3539,-21.4287,27.2269,0.184834,-0.732475,-0.334867,-0.563186,76298.61,270.05,2373.38,54.8857
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0113,-0.0391,-9.2662,-1.0535,2.8727,-9.2927,-1.0422,2.9119,-27.3539,-21.4287,27.2269,0.184834,-0.732475,-0.334867,-0.563186,76306.01,270.06,2372.62,54.9143
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0113,-0.0391,-9.2662,-1.0535,2.8728,-9.2927,-1.0422,2.9119,-27.3539,-21.4287,27.2269,0.184834,-0.732475,-0.334867,-0.563186,76313.41,270.06,2371.87,54.9429
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0112,-0.0391,-9.2662,-1.0534,2.8728,-9.2927,-1.0422,2.9119,-27.3539,-21.4287,27.2269,0.184834,-0.732475,-0.334867,-0.563186,76320.81,270.07,2371.11,54.9714
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0112,-0.0391,-9.2662,-1.0534,2.8728,-9.2927,-1.0422,2.9119,-27.3539,-21.4287,27.2269,0.184834,-0.732475,-0.334867,-0.563186,76328.22,270.07,2370.35,55.0000
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0112,-0.0390,-9.2662,-1.0534,2.8728,-9.2927,-1.0422,2.9119,-27.3539,-21.4287,27.2269,0.184834,-0.732475,-0.334867,-0.563186,76335.62,270.08,2369.59,55.0286
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0111,-0.0390,-9.2662,-1.0533,2.8728,-9.2927,-1.0422,2.9119,-27.3539,-21.4287,27.2269,0.184834,-0.732475,-0.334867,-0.563186,76343.02,270.08,2368.83,55.0571
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0111,-0.0390,-9.2662,-1.0533,2.8729,-9.2927,-1.0422,2.9119,-27.3539,-21.4288,27.2269,0.184834,-0.732475,-0.334867,-0.563186,76350.42,270.09,2368.07,55.0857
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0110,-0.0390,-9.2662,-1.0532,2.8729,-9.2927,-1.0422,2.9119,-27.3539,-21.4288,27.2270,0.184834,-0.732475,-0.334867,-0.563186,76357.82,270.09,2367.31,55.1143
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0110,-0.0389,-9.2662,-1.0532,2.8729,-9.2927,-1.0422,2.9119,-27.3539,-21.4288,27.2270,0.184834,-0.732475,-0.334867,-0.563186,76365.22,270.10,2366.56,55.1429
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0110,-0.0389,-9.2662,-1.0532,2.8729,-9.2927,-1.0422,2.9119,-27.3539,-21.4288,27.2270,0.184834,-0.732475,-0.334867,-0.563186,76372.62,270.10,2365.80,55.1714
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0266,-0.0109,-0.0389,-9.2662,-1.0531,2.8730,-9.2927,-1.0422,2.9119,-27.3539,-21.4288,27.2270,0.184834,-0.732475,-0.334867,-0.563186,76380.02,270.11,2365.04,55.2000
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0109,-0.0389,-9.2662,-1.0531,2.8730,-9.2927,-1.0422,2.9119,-27.3539,-21.4288,27.2270,0.184834,-0.732475,-0.334867,-0.563186,76387.42,270.11,2364.28,55.2286
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0109,-0.0389,-9.2662,-1.0531,2.8730,-9.2927,-1.0422,2.9119,-27.3540,-21.4288,27.2270,0.184834,-0.732475,-0.334867,-0.563186,76394.82,270.12,2363.52,55.2571
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0108,-0.0388,-9.2662,-1.0530,2.8730,-9.2928,-1.0422,2.9119,-27.3540,-21.4288,27.2270,0.184834,-0.732475,-0.334867,-0.563186,76402.22,270.12,2362.76,55.2857
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0108,-0.0388,-9.2662,-1.0530,2.8731,-9.2928,-1.0422,2.9119,-27.3540,-21.4288,27.2270,0.184834,-0.732475,-0.334867,-0.563186,76409.62,270.13,2362.01,55.3143
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0108,-0.0388,-9.2662,-1.0530,2.8731,-9.2928,-1.0422,2.9119,-27.3540,-21.4288,27.2270,0.184834,-0.732475,-0.334867,-0.563186,76417.01,270.13,2361.25,55.3429
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0107,-0.0388,-9.2662,-1.0529,2.8731,-9.2928,-1.0422,2.9119,-27.3540,-21.4288,27.2270,0.184834,-0.732475,-0.334867,-0.563186,76424.41,270.14,2360.49,55.3714
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0107,-0.0388,-9.2662,-1.0529,2.8731,-9.2928,-1.0422,2.9119,-27.3540,-21.4288,27.2270,0.184834,-0.732475,-0.334867,-0.563186,76431.81,270.14,2359.73,55.4000
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0107,-0.0387,-9.2662,-1.0529,2.8731,-9.2928,-1.0422,2.9119,-27.3540,-21.4289,27.2271,0.184834,-0.732475,-0.334867,-0.563186,76439.21,270.15,2358.97,55.4286
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0106,-0.0387,-9.2662,-1.0528,2.8732,-9.2928,-1.0422,2.9119,-27.3540,-21.4289,27.2271,0.184834,-0.732475,-0.334867,-0.563186,76446.60,270.15,2358.22,55.4571
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0106,-0.0387,-9.2662,-1.0528,2.8732,-9.2928,-1.0422,2.9119,-27.3540,-21.4289,27.2271,0.184834,-0.732475,-0.334867,-0.563186,76454.00,270.16,2357.46,55.4857
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0106,-0.0387,-9.2662,-1.0528,2.8732,-9.2928,-1.0422,2.9119,-27.3540,-21.4289,27.2271,0.184834,-0.732475,-0.334867,-0.563186,76461.40,270.16,2356.70,55.5143
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0105,-0.0386,-9.2662,-1.0527,2.8732,-9.2928,-1.0422,2.9119,-27.3540,-21.4289,27.2271,0.184834,-0.732475,-0.334867,-0.563186,76468.79,270.17,2355.94,55.5429
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0105,-0.0386,-9.2662,-1.0527,2.8732,-9.2928,-1.0422,2.9119,-27.3540,-21.4289,27.2271,0.184834,-0.732475,-0.334867,-0.563186,76476.19,270.17,2355.18,55.5714
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0105,-0.0386,-9.2663,-1.0527,2.8733,-9.2928,-1.0422,2.9119,-27.3540,-21.4289,27.2271,0.184834,-0.732475,-0.334867,-0.563186,76483.58,270.18,2354.43,55.6000
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0104,-0.0386,-9.2663,-1.0526,2.8733,-9.2928,-1.0422,2.9119,-27.3540,-21.4289,27.2271,0.184834,-0.732475,-0.334867,-0.563186,76490.98,270.19,2353.67,55.6286
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0104,-0.0386,-9.2663,-1.0526,2.8733,-9.2928,-1.0422,2.9119,-27.3541,-21.4289,27.2271,0.184834,-0.732475,-0.334867,-0.563186,76498.38,270.19,2352.91,55.6571
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0104,-0.0385,-9.2663,-1.0526,2.8733,-9.2928,-1.0422,2.9119,-27.3541,-21.4289,27.2271,0.184834,-0.732475,-0.334867,-0.563186,76505.77,270.20,2352.15,55.6857
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0103,-0.0385,-9.2663,-1.0525,2.8734,-9.2928,-1.0422,2.9119,-27.3541,-21.4289,27.2272,0.184834,-0.732475,-0.334867,-0.563186,76513.16,270.20,2351.39,55.7143
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0103,-0.0385,-9.2663,-1.0525,2.8734,-9.2928,-1.0422,2.9119,-27.3541,-21.4289,27.2272,0.184834,-0.732475,-0.334867,-0.563186,76520.56,270.21,2350.64,55.7429
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0103,-0.0385,-9.2663,-1.0525,2.8734,-9.2928,-1.0422,2.9119,-27.3541,-21.4289,27.2272,0.184834,-0.732475,-0.334867,-0.563186,76527.95,270.21,2349.88,55.7714
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0102,-0.0385,-9.2663,-1.0524,2.8734,-9.2928,-1.0422,2.9119,-27.3541,-21.4290,27.2272,0.184834,-0.732475,-0.334867,-0.563186,76535.35,270.22,2349.12,55.8000
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0102,-0.0385,-9.2663,-1.0524,2.8734,-9.2928,-1.0422,2.9119,-27.3541,-21.4290,27.2272,0.184834,-0.732475,-0.334867,-0.563186,76542.74,270.22,2348.36,55.8286
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0102,-0.0384,-9.2663,-1.0524,2.8735,-9.2928,-1.0422,2.9119,-27.3541,-21.4290,27.2272,0.184834,-0.732475,-0.334867,-0.563186,76550.13,270.23,2347.61,55.8571
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0101,-0.0384,-9.2663,-1.0523,2.8735,-9.2928,-1.0422,2.9119,-27.3541,-21.4290,27.2272,0.184834,-0.732475,-0.334867,-0.563186,76557.53,270.23,2346.85,55.8857
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0101,-0.0384,-9.2663,-1.0523,2.8735,-9.2928,-1.0422,2.9119,-27.3541,-21.4290,27.2272,0.184834,-0.732475,-0.334867,-0.563186,76564.92,270.24,2346.09,55.9143
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0101,-0.0384,-9.2663,-1.0523,2.8735,-9.2928,-1.0422,2.9119,-27.3541,-21.4290,27.2272,0.184834,-0.732475,-0.334867,-0.563186,76572.31,270.24,2345.33,55.9429
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0100,-0.0384,-9.2663,-1.0522,2.8735,-9.2928,-1.0422,2.9119,-27.3541,-21.4290,27.2272,0.184834,-0.732475,-0.334867,-0.563186,76579.70,270.25,2344.58,55.9714
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0100,-0.0383,-9.2663,-1.0522,2.8735,-9.2928,-1.0422,2.9119,-27.3541,-21.4290,27.2272,0.184834,-0.732475,-0.334867,-0.563186,76587.09,270.25,2343.82,56.0000
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0100,-0.0383,-9.2663,-1.0522,2.8736,-9.2928,-1.0422,2.9119,-27.3541,-21.4290,27.2273,0.184834,-0.732475,-0.334867,-0.563186,76594.49,270.26,2343.06,56.0286
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0100,-0.0383,-9.2663,-1.0522,2.8736,-9.2928,-1.0422,2.9119,-27.3542,-21.4290,27.2273,0.184834,-0.732475,-0.334867,-0.563186,76601.88,270.26,2342.30,56.0571
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0099,-0.0383,-9.2663,-1.0521,2.8736,-9.2928,-1.0422,2.9119,-27.3542,-21.4290,27.2273,0.184834,-0.732475,-0.334867,-0.563186,76609.27,270.27,2341.55,56.0857
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0099,-0.0383,-9.2663,-1.0521,2.8736,-9.2928,-1.0422,2.9119,-27.3542,-21.4290,27.2273,0.184834,-0.732475,-0.334867,-0.563186,76616.66,270.27,2340.79,56.1143
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0099,-0.0382,-9.2663,-1.0521,2.8736,-9.2928,-1.0422,2.9119,-27.3542,-21.4291,27.2273,0.184834,-0.732475,-0.334867,-0.563186,76624.05,270.28,2340.03,56.1429
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0098,-0.0382,-9.2663,-1.0520,2.8737,-9.2928,-1.0422,2.9119,-27.3542,-21.4291,27.2273,0.184834,-0.732475,-0.334867,-0.563186,76631.44,270.28,2339.27,56.1714
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0098,-0.0382,-9.2664,-1.0520,2.8737,-9.2928,-1.0422,2.9119,-27.3542,-21.4291,27.2273,0.184834,-0.732475,-0.334867,-0.563186,76638.83,270.29,2338.52,56.2000
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0098,-0.0382,-9.2664,-1.0520,2.8737,-9.2928,-1.0422,2.9119,-27.3542,-21.4291,27.2273,0.184834,-0.732475,-0.334867,-0.563186,76646.22,270.29,2337.76,56.2286
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0098,-0.0382,-9.2664,-1.0520,2.8737,-9.2928,-1.0422,2.9119,-27.3542,-21.4291,27.2273,0.184834,-0.732475,-0.334867,-0.563186,76653.61,270.30,2337.00,56.2571
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0097,-0.0382,-9.2664,-1.0519,2.8737,-9.2928,-1.0422,2.9119,-27.3542,-21.4291,27.2273,0.184834,-0.732475,-0.334867,-0.563186,76661.00,270.30,2336.25,56.2857
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0097,-0.0381,-9.2664,-1.0519,2.8738,-9.2928,-1.0422,2.9119,-27.3542,-21.4291,27.2274,0.184834,-0.732475,-0.334867,-0.563186,76668.38,270.31,2335.49,56.3143
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0097,-0.0381,-9.2664,-1.0519,2.8738,-9.2928,-1.0422,2.9119,-27.3542,-21.4291,27.2274,0.184834,-0.732475,-0.334867,-0.563186,76675.77,270.32,2334.73,56.3429
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0265,-0.0096,-0.0381,-9.2664,-1.0518,2.8738,-9.2928,-1.0422,2.9119,-27.3542,-21.4291,27.2274,0.184834,-0.732475,-0.334867,-0.563186,76683.16,270.32,2333.97,56.3714
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0264,-0.0096,-0.0381,-9.2664,-1.0518,2.8738,-9.2928,-1.0422,2.9119,-27.3542,-21.4291,27.2274,0.184834,-0.732475,-0.334867,-0.563186,76690.55,270.33,2333.22,56.4000
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0264,-0.0096,-0.0381,-9.2664,-1.0518,2.8738,-9.2928,-1.0422,2.9119,-27.3542,-21.4291,27.2274,0.184834,-0.732475,-0.334867,-0.563186,76697.94,270.33,2332.46,56.4286
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0264,-0.0096,-0.0381,-9.2664,-1.0518,2.8738,-9.2928,-1.0422,2.9119,-27.3543,-21.4291,27.2274,0.184834,-0.732475,-0.334867,-0.563186,76705.32,270.34,2331.70,56.4571
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0264,-0.0095,-0.0380,-9.2664,-1.0517,2.8739,-9.2928,-1.0422,2.9119,-27.3543,-21.4291,27.2274,0.184834,-0.732475,-0.334867,-0.563186,76712.71,270.34,2330.95,56.4857
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0264,-0.0095,-0.0380,-9.2664,-1.0517,2.8739,-9.2928,-1.0422,2.9119,-27.3543,-21.4292,27.2274,0.184834,-0.732475,-0.334867,-0.563186,76720.10,270.35,2330.19,56.5143
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0264,-0.0095,-0.0380,-9.2664,-1.0517,2.8739,-9.2928,-1.0422,2.9119,-27.3543,-21.4292,27.2274,0.184834,-0.732475,-0.334867,-0.563186,76727.48,270.35,2329.43,56.5429
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0264,-0.0095,-0.0380,-9.2664,-1.0517,2.8739,-9.2928,-1.0422,2.9119,-27.3543,-21.4292,27.2274,0.184834,-0.732475,-0.334867,-0.563186,76734.87,270.36,2328.67,56.5714
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0264,-0.0094,-0.0380,-9.2664,-1.0516,2.8739,-9.2929,-1.0422,2.9119,-27.3543,-21.4292,27.2275,0.184834,-0.732475,-0.334867,-0.563186,76742.25,270.36,2327.92,56.6000
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0264,-0.0094,-0.0380,-9.2664,-1.0516,2.8740,-9.2929,-1.0422,2.9119,-27.3543,-21.4292,27.2275,0.184834,-0.732475,-0.334867,-0.563186,76749.64,270.37,2327.16,56.6286
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0264,-0.0094,-0.0379,-9.2664,-1.0516,2.8740,-9.2929,-1.0422,2.9119,-27.3543,-21.4292,27.2275,0.184834,-0.732475,-0.334867,-0.563186,76757.03,270.37,2326.40,56.6571
3,3,3,3,-96.3991,-107.2962,-47.2620,0.0874,-0.7821,0.0000,0.0264,-0.0093,-0.0379,-9.2664,-1.0516,2.8740,-9.2929,-1.0422,2.9119,-27.3543,-21.4292,27.2275,0.184834,-0.732475,-0.334867,-0.563186,76764.41,270.38,2325.65,56.6857
