time,vz_mean
0.0,0.0
0.051033760559897896,1.2210245523870145
0.10206752111979579,3.3615257965202887
0.1531012816796937,5.954746926656764
0.20413504223959159,8.695318198436539
0.2551688027994895,11.453776297209542
0.3062025633593874,14.205392567104568
0.3572363239192853,16.957624845439074
0.40827008447918317,19.73260193958056
0.45930384503908106,22.535657197313963
0.510337605598979,25.36020467122182
0.5613713661588768,28.202448211549914
0.6124051267187748,31.05709797695866
0.6634388872786726,33.91355430124867
0.7144726478385706,36.77507831239943
0.7655064083984684,39.641835600656144
0.8165401689583663,42.51053044150276
0.8675739295182643,45.378541101988304
0.9186076900781621,48.24618637893173
0.9696414506380601,51.11345886089115
1.020675211197958,53.9804661870812
1.0717089717578558,56.850294850188604
1.1227427323177537,59.72844521404893
1.1737764928776515,62.61613669617552
1.2248102534375496,65.51338328537386
1.2758440139974474,68.41964997503966
1.3268777745573452,71.33425580671815
1.3779115351172433,74.25896175366785
1.4289452956771411,77.19685082737597
1.479979056237039,80.14779784550308
1.5310128167969368,83.11339127166092
1.5820465773568348,86.09248427215778
1.6330803379167327,89.08514831804143
1.6841140984766305,92.0902853981276
1.7351478590365286,95.10523102952985
1.7861816195964264,98.12809149150436
1.8372153801563242,101.15544849515157
1.888249140716222,104.17448286589179
1.9392829012761201,107.1751674667309
1.990316661836018,110.15831055360087
2.041350422395916,113.12268540150151
2.0923841829558136,116.06882816822548
2.1434179435157117,118.99590415479605
2.1944517040756097,121.90470740062972
2.2454854646355074,124.79542218322673
2.2965192251954054,127.66796613128099
2.347552985755303,130.52241987508998
2.398586746315201,133.35859658008184
2.449620506875099,136.17614586642105
2.5006542674349967,138.97434763758775
2.551688027994895,141.7529022438046
2.602721788554793,144.51389195923278
2.6537555491146905,147.258465230576
2.7047893096745885,149.98691018794332
2.7558230702344866,152.69849879411774
2.806856830794384,155.39269643558436
2.8578905913542823,158.07028517774657
2.9089243519141803,160.73424180950525
2.959958112474078,163.3878722926105
3.010991873033976,166.03183332530836
3.0620256335938736,168.66580830374517
3.1130593941537716,171.28996596311546
3.1640931547136697,173.90480064757148
3.2151269152735673,176.51123756346323
3.2661606758334654,179.10938566579512
3.3171944363933634,181.69862251296
3.368228196953261,184.2783469995769
3.419261957513159,186.84843879229197
3.470295718073057,189.40880093125955
3.5213294786329548,191.9595847734933
3.572363239192853,194.5010990086348
3.6233969997527504,197.03348881416744
3.6744307603126485,199.5564224969551
3.7254645208725465,202.06896115511142
3.776498281432444,204.56957427213482
3.827532041992342,207.05765920647164
3.8785658025522403,209.5333073778898
3.929599563112138,211.99459774629912
3.980633323672036,214.43908064188435
4.031667084231934,216.86603350535665
4.082700844791832,219.2770805110869
4.133734605351729,221.67891284256032
4.184768365911627,224.05604238192217
4.235802126471525,226.36879331015822
4.286835887031423,228.6052735599017
4.337869647591321,230.72803630513016
4.3889034081512195,232.72771420129203
4.439937168711117,234.54366832216354
4.490970929271015,236.16704221822093
4.542004689830913,237.67408253569232
4.593038450390811,239.08829560737956
4.644072210950709,240.4085235575515
4.695105971510606,241.62144479989712
4.746139732070504,242.70986663881277
4.797173492630402,243.67400977825125
4.8482072531903,244.50938042163057
4.899241013750198,245.20262907244546
4.950274774310096,245.64548847541442
5.0013085348699935,245.82446148095903
5.0523422954298915,245.73956084989874
5.10337605598979,245.39980834237994
5.154409816549688,244.81414175028337
5.205443577109586,244.01678110293517
5.256477337669483,243.08253575014976
5.307511098229381,242.06976467394503
5.358544858789279,241.02772955024813
5.409578619349177,239.99029979065233
5.460612379909075,238.9579981355421
5.511646140468973,237.93090652381568
5.56267990102887,236.90930537458345
5.613713661588768,235.89321375381067
5.6647474221486664,234.88253685806268
5.7157811827085645,233.8772730226249
5.766814943268463,232.8772132214939
5.817848703828361,231.88236987557212
5.868882464388258,230.89263766843433
5.919916224948156,229.90799608415546
5.970949985508054,228.92828669489504
6.021983746067952,227.95354141272983
