time,vz_mean
0.0,0.0
0.051042661960802004,1.2211014725605887
0.10208532392160401,3.360937040789168
0.153127985882406,5.95527290981141
0.20417064784320801,8.695957289154798
0.25521330980401,11.454414261574227
0.306255971764812,14.206147728209647
0.35729863372561405,16.958484373884747
0.40834129568641603,19.733526022031054
0.459383957647218,22.536770950973526
0.51042661960802,25.361333747561616
0.561469281568822,28.20393661020723
0.612511943529624,31.058733219327276
0.663554605490426,33.91532271421586
0.7145972674512281,36.776962557220884
0.7656399294120301,39.6438668817358
0.8166825913728321,42.51270842657661
0.867725253333634,45.380875128579646
0.918767915294436,48.248688407995125
0.9698105772552381,51.116141817675
1.02085323921604,53.98335159000427
1.071895901176842,56.85348740961743
1.122938563137644,59.73184175419652
1.173981225098446,62.6197556591907
1.225023887059248,65.51720068755057
1.27606654902005,68.42378528946917
1.327109210980852,71.33882406724156
1.3781518729416542,74.2638710960146
1.4291945349024562,77.20213188421556
1.4802371968632582,80.15370208864996
1.5312798588240601,83.11972504796546
1.5823225207848621,86.0993547273699
1.6333651827456641,89.09243654090577
1.684407844706466,92.09802531760239
1.735450506667268,95.1135974880349
1.78649316862807,98.13687421300047
1.837535830588872,101.1646629032536
1.888578492549674,104.18411647150592
1.9396211545104762,107.185195585404
1.9906638164712782,110.16862021937031
2.04170647843208,113.13343129196097
2.092749140392882,116.07987555228549
2.143791802353684,119.0074338343005
2.194834464314486,121.91654629215432
2.245877126275288,124.80771679693629
2.29691978823609,127.68065223251395
2.347962450196892,130.53560890615344
2.399005112157694,133.3722069655199
2.450047774118496,136.19011698006088
2.501090436079298,138.98889530610484
2.5521330980401,141.7678683637646
2.603175760000902,144.5293032258458
2.654218421961704,147.27445582973806
2.705261083922506,150.00332210243133
2.7563037458833084,152.7155019869352
2.8073464078441104,155.41030763486413
2.8583890698049124,158.08834565714307
2.9094317317657143,160.7528716018781
2.9604743937265163,163.4070808531828
3.0115170556873183,166.05164095258507
3.0625597176481203,168.68627615564856
3.1136023796089223,171.31108746990105
3.1646450415697243,173.9265845600541
3.2156877035305262,176.53371352785135
3.2667303654913282,179.13256747661356
3.31777302745213,181.7225146683456
3.368815689412932,184.30299411717144
3.419858351373734,186.87378046940904
3.470901013334536,189.43489778887528
3.521943675295338,191.98642479171562
3.57298633725614,194.52869387921143
3.624028999216942,197.06178500476744
3.675071661177744,199.58556982539952
3.726114323138546,202.09890044645041
3.777156985099348,204.60025615604138
3.8281996470601505,207.0892077482357
3.8792423090209525,209.56550791878365
3.9302849709817544,212.02757884475147
3.9813276329425564,214.47296690961062
4.032370294903358,216.90057815643587
4.08341295686416,219.31246129930267
4.134455618824962,221.7153105647271
4.185498280785764,224.0925985052756
4.236540942746566,226.40535981016927
4.287583604707368,228.64179529814987
4.33862626666817,230.76356338094084
4.389668928628972,232.76213822590265
4.440711590589775,234.57630877237602
4.491754252550576,236.19846639230218
4.542796914511379,237.70499467418253
4.59383957647218,239.1188928128141
4.644882238432983,240.43893525219798
4.695924900393784,241.65082501198592
4.746967562354587,242.73791084565778
4.798010224315388,243.70139856280744
4.849052886276191,244.53512747924927
4.900095548236992,245.22610990891627
4.9511382101977945,245.66532089787165
5.002180872158596,245.8407299365525
5.0532235341193985,245.75330500495326
5.1042661960802,245.40995177977268
5.1553088580410025,244.8194395595252
5.206351520001804,244.01967425159663
5.257394181962606,243.08435550283292
5.308436843923408,242.07116377048627
5.35947950588421,241.02963154123805
5.410522167845012,239.99261946241108
5.461564829805814,238.96077057578898
5.512607491766617,237.93412423812023
5.563650153727418,236.9129164035952
5.614692815688221,235.8972617881995
5.665735477649022,234.88708051081133
5.716778139609825,233.8822110426282
5.767820801570626,232.88257346998955
